-5,-30
-5.4175,-30.649
-5.8349,-31.297
-6.2523,-31.944
-6.6698,-32.589
-7.0919,-33.233
-7.514,-33.876
-7.936,-34.518
-8.3581,-35.159
-8.7849,-35.799
-9.2116,-36.438
-9.6383,-37.076
-10.065,-37.711
-10.487,-38.344
-10.909,-38.976
-11.331,-39.609
-11.753,-40.244
-12.175,-40.884
-12.598,-41.526
-13.02,-42.17
-13.442,-42.814
-13.873,-43.458
-14.304,-44.101
-14.736,-44.744
-15.167,-45.385
-15.584,-46.025
-16.002,-46.663
-16.419,-47.3
-16.837,-47.936
-17.245,-48.57
-17.653,-49.204
-18.061,-49.837
-18.47,-50.47
-18.883,-51.102
-19.295,-51.735
-19.708,-52.369
-20.121,-53.003
-20.543,-53.638
-20.965,-54.275
-21.387,-54.914
-21.809,-55.555
-22.231,-56.198
-22.653,-56.842
-23.075,-57.485
-23.498,-58.125
-23.925,-58.762
-24.351,-59.395
-24.777,-60.027
-25.204,-60.658
-25.631,-61.29
-26.058,-61.923
-26.485,-62.557
-26.911,-63.191
-27.334,-63.826
-27.756,-64.461
-28.178,-65.094
-28.6,-65.725
-29.022,-66.354
-29.444,-66.981
-29.866,-67.609
-30.288,-68.239
-30.71,-68.874
-31.132,-69.512
-31.554,-70.151
-31.976,-70.791
-32.398,-71.43
-32.821,-72.068
-33.243,-72.706
-33.665,-73.343
-34.082,-73.981
-34.5,-74.619
-34.918,-75.257
-35.335,-75.895
-35.757,-76.533
-36.179,-77.171
-36.601,-77.809
-37.023,-78.447
-37.445,-79.084
-37.867,-79.722
-38.289,-80.36
-38.711,-80.998
-39.133,-81.636
-39.555,-82.274
-39.977,-82.912
-40.4,-83.55
-40.817,-84.188
-41.234,-84.826
-41.651,-85.464
-42.069,-86.102
-42.492,-86.739
-42.914,-87.377
-43.336,-88.015
-43.758,-88.654
-44.175,-89.294
-44.593,-89.936
-45.011,-90.579
-45.428,-91.224
-45.85,-91.87
-46.272,-92.517
-46.694,-93.165
-47.116,-93.813
-47.534,-94.461
-47.951,-95.108
-48.368,-95.755
-48.786,-96.401
-49.208,-97.047
-49.63,-97.694
-50.052,-98.342
-50.474,-98.99
-50.896,-99.639
-51.318,-100.29
-51.74,-100.95
-52.162,-101.6
-52.579,-102.25
-52.997,-102.9
-53.415,-103.55
-53.832,-104.2
-54.254,-104.85
-54.676,-105.5
-55.098,-106.14
-55.52,-106.79
-55.938,-107.44
-56.355,-108.1
-56.772,-108.75
-57.19,-109.4
-57.603,-110.04
-58.016,-110.69
-58.429,-111.34
-58.842,-111.99
-59.264,-112.64
-59.686,-113.29
-60.108,-113.95
-60.53,-114.6
-60.942,-115.25
-61.355,-115.89
-61.768,-116.54
-62.181,-117.19
-62.603,-117.84
-63.025,-118.49
-63.447,-119.14
-63.869,-119.79
-64.286,-120.44
-64.704,-121.09
-65.121,-121.73
-65.539,-122.38
-65.961,-123.03
-66.383,-123.69
-66.805,-124.34
-67.228,-124.99
-67.645,-125.64
-68.062,-126.28
-68.48,-126.92
-68.897,-127.56
-69.32,-128.2
-69.742,-128.85
-70.164,-129.5
-70.586,-130.15
-71.004,-130.79
-71.421,-131.44
-71.839,-132.09
-72.256,-132.74
-72.678,-133.39
-73.1,-134.03
-73.522,-134.67
-73.944,-135.32
-74.366,-135.97
-74.788,-136.61
-75.21,-137.25
-75.632,-137.9
-76.049,-138.55
-76.467,-139.19
-76.885,-139.83
-77.302,-140.48
-77.724,-141.13
-78.146,-141.78
-78.568,-142.43
